evaluation_id,commentary_id,version_id,judge_model,faithfulness_score,hallucination_flag,completeness_score,clarity_score,verdict,reasoning,evaluated_at,data_source
v10|SMPL003|202604|202605|j1,v10|SMPL003|202604|202605,v10,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"The narrative and bullets accurately reflect the computed drivers: the one-time Structured Products gain, timing-related Alternative Investments decline, two lost-account declines (both tied to SMPLACCT-3104, correctly attributed to the same account for both product groups), and the billable-days effect on Unified Managed Account. Directions, causes, and magnitudes match the driver set with no invented figures or mischaracterized causes. All five ranked drivers are covered in order of impact, so completeness is full. Language is clear, concise, and uses plain business English with appropriate hedging ('primarily driven by') without overstating certainty. Minor stylistic point: the narrative slightly generalizes 'account losses' plural though both losses stem from the same account, but this is a reasonable simplification given the data.",2026-07-22 10:27:11,DERIVED
v10|SMPL003|202605|202606|j1,v10|SMPL003|202605|202606,v10,claude-sonnet-5,0.98,False,1.0,0.95,PASS,"The narrative and all five bullets accurately reflect the computed driver set: direction, magnitude, and cause are correctly characterized (one-time drop in Structured Products, timing gain in Alternative Investments, new account and billable days gains in UMA, offset by increased discounting). Figures match contribution_exact values, and no unsupported claims or figures are introduced. All five ranked drivers are covered in order of impact, satisfying completeness. Language is clear, concise, and uses plain business English with no ambiguity. Minor stylistic note: 'substantial' and 'modest' are subjective but reasonably proportionate to the relative magnitudes shown.",2026-07-22 10:27:15,DERIVED
v11|SMPL001|202604|202605|j1,v11|SMPL001|202604|202605,v11,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:45:42,DERIVED
v11|SMPL001|202605|202606|j1,v11|SMPL001|202605|202606,v11,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:45:42,DERIVED
v11|SMPL002|202604|202605|j1,v11|SMPL002|202604|202605,v11,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:45:42,DERIVED
v11|SMPL002|202605|202606|j1,v11|SMPL002|202605|202606,v11,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:45:42,DERIVED
v11|SMPL003|202604|202605|j1,v11|SMPL003|202604|202605,v11,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:45:42,DERIVED
v11|SMPL003|202605|202606|j1,v11|SMPL003|202605|202606,v11,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:45:42,DERIVED
v12|SMPL001|202604|202605|j1,v12|SMPL001|202604|202605,v12,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:46:36,DERIVED
v12|SMPL001|202605|202606|j1,v12|SMPL001|202605|202606,v12,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:46:36,DERIVED
v12|SMPL002|202604|202605|j1,v12|SMPL002|202604|202605,v12,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:46:36,DERIVED
v12|SMPL002|202605|202606|j1,v12|SMPL002|202605|202606,v12,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:46:36,DERIVED
v12|SMPL003|202604|202605|j1,v12|SMPL003|202604|202605,v12,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:46:36,DERIVED
v12|SMPL003|202605|202606|j1,v12|SMPL003|202605|202606,v12,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:46:36,DERIVED
v13|SMPL001|202604|202605|j1,v13|SMPL001|202604|202605,v13,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:47:07,DERIVED
v13|SMPL001|202605|202606|j1,v13|SMPL001|202605|202606,v13,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:47:07,DERIVED
v13|SMPL002|202604|202605|j1,v13|SMPL002|202604|202605,v13,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:47:07,DERIVED
v13|SMPL002|202605|202606|j1,v13|SMPL002|202605|202606,v13,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:47:07,DERIVED
v13|SMPL003|202604|202605|j1,v13|SMPL003|202604|202605,v13,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:47:07,DERIVED
v13|SMPL003|202605|202606|j1,v13|SMPL003|202605|202606,v13,mock (deterministic),0.0,False,0.0,0.0,REVIEW,Judge unavailable (no judge model in this LLM mode) — human review recommended,2026-07-23 10:47:07,DERIVED
v14|SMPL001|202604|202605|j1,v14|SMPL001|202604|202605,v14,claude-sonnet-5,0.95,False,1.0,0.75,PASS,"All figures, directions, and causes in the narrative and bullets match the computed driver set exactly, and all five drivers are covered with correct magnitude and characterization (one-time, timing, lost account, billable days, mix). No invented figures or causes are present. The one flaw is a clarity issue: the narrative writes '(55.4%)' in parentheses for a positive growth figure, which conflicts with the commentary's own convention of using parentheses to denote negative/declining values elsewhere (e.g., '($7.0k)'), creating potential ambiguity for readers scanning quickly. This is a stylistic/clarity concern rather than a factual misstatement, so it does not affect faithfulness or completeness.",2026-07-23 17:08:00,DERIVED
v14|SMPL001|202605|202606|j1,v14|SMPL001|202605|202606,v14,claude-sonnet-5,0.9,False,1.0,0.95,PASS,"The narrative and bullets accurately reflect direction, magnitude, and cause for all five computed drivers, correctly ranking Structured Products one-time revenue as the dominant decline and appropriately describing the offsetting timing, eligibility, new-account, and baseline-limited items. One minor imprecision: the BASELINE_LIMITED bullet states 'only one month of data follows the transition period,' whereas the driver's reason field only specifies 'fewer than 2 loaded months follow 202605,' which could mean zero or one month — a slight overstatement of specificity not explicitly supported by the data. This is a minor characterization slip rather than a fabricated fact, so it does not rise to a hallucination. All top drivers by contribution are covered, and the language is clear, plain business English.",2026-07-23 17:08:10,DERIVED
v14|SMPL002|202604|202605|j1,v14|SMPL002|202604|202605,v14,claude-sonnet-5,0.97,False,1.0,0.97,PASS,"All five drivers are covered in rank order with accurate directions, magnitudes, and causes matching the computed set. The narrative correctly attributes the one-time Structured Products gain, timing-driven Alternative Investments decline, MIX/BILLABLE_DAYS effects on Unified Managed Account, and the Equities volume drop (correctly derived from 10->7 transactions = 3 fewer). No figures or causes are invented beyond the driver set, and language is plain and unambiguous. Minor stylistic note: 'headwinds' framing for MIX is slightly interpretive but not unsupported given DERIVED nature is disclosed.",2026-07-23 17:08:14,DERIVED
v14|SMPL002|202605|202606|j1,v14|SMPL002|202605|202606,v14,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"The narrative and bullets accurately reflect all five computed drivers with correct directions, magnitudes, and causes. The BASELINE_LIMITED driver is appropriately hedged with the data-limitation caveat rather than asserted as a confirmed lost account, matching the computed 'reason' field. NEW_ACCOUNT and TIMING drivers are correctly described. The FEE_RATE bullet slightly overstates precision by quoting basis points to four decimal places (87.8568), which is technically present in the inputs but reads oddly in prose; this is a minor clarity nit rather than a factual error. All five ranked drivers are covered, matching the full driver set, so completeness is full. No invented figures, causes, or events appear beyond the provided driver set. Language is clear and business-appropriate throughout.",2026-07-23 17:08:19,DERIVED
v14|SMPL003|202604|202605|j1,v14|SMPL003|202604|202605,v14,claude-sonnet-5,0.98,False,1.0,0.97,PASS,"All five drivers are accurately represented with correct directions, magnitudes, and causes matching the computed driver set. The narrative correctly attributes the $45.6k Structured Products one-time gain as the primary driver offsetting declines, and correctly characterizes the timing, one-time absence, lost account, and billable days causes without overstating certainty or inventing figures/events. Figures match exactly ($45.6k, $8.6k, $7.4k, $2.4k, $1.4k) and totals align ($24,615, 38.3%, $64,265 to $88,880). No unsupported claims are present. Language is clear, concise, and uses plain business English with unambiguous causal framing.",2026-07-23 17:08:23,DERIVED
v14|SMPL003|202605|202606|j1,v14|SMPL003|202605|202606,v14,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"All five drivers are covered in both narrative and bullets, with figures, directions, and causes matching the computed set. The BASELINE_LIMITED driver is correctly hedged with the caveat about insufficient loaded months, avoiding overstated certainty about account closure. The NEW_ACCOUNT and TIMING drivers are accurately described as quarterly billing and reactivation. No invented figures, causes, or events are present. Language is clear and appropriately qualified given the mixed REAL/DERIVED data sources.",2026-07-23 17:08:27,DERIVED
v15|SMPL001|202604|202605|j1,v15|SMPL001|202604|202605,v15,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"All five drivers are covered in rank order with correct directions, magnitudes, and causes matching the computed driver set. Figures ($36.6k, ($7.0k), ($5.1k), $3.5k, ($1.6k)) and supporting details (txn counts, avg txn value change, quarterly billing, lost account) match the inputs exactly. The narrative appropriately flags reduced confidence given April is the first loaded month, which is a reasonable caveat rather than an unsupported claim. No invented figures or causes are present. Language is clear and business-appropriate, with only minor stylistic looseness (e.g., 'partially mitigated' for an offsetting positive driver) that doesn't distort meaning.",2026-07-24 11:08:35,DERIVED
v15|SMPL001|202605|202606|j1,v15|SMPL001|202605|202606,v15,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"The narrative and bullets accurately reflect all five computed drivers, correctly stating directions, magnitudes, and causes without overstating certainty—particularly for the BASELINE_LIMITED driver, where the appropriate caveat about unconfirmed account loss is preserved. No figures or causes are invented beyond the driver set. All top drivers by share of change (One-Time, Timing, Eligibility, Baseline Period, Mix) are covered in rank order. Minor stylistic note: the bullet for Product Mix says 'added ($5.5k)' with parentheses typically implying a negative, though context and the $5.5k positive figure make the intended meaning clear. Language is otherwise clear, professional, and appropriately hedged where data is derived or uncertain.",2026-07-24 11:08:39,DERIVED
v15|SMPL002|202604|202605|j1,v15|SMPL002|202604|202605,v15,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"All five drivers are covered in correct rank order with accurate directions, magnitudes, and causes matching the computed set. The narrative appropriately flags the indicative nature given April is the first loaded month, and correctly attributes One-Time Structured Products as the primary driver with volume, timing, deal-size, and billable-days effects as secondary. No figures or causes are invented beyond the driver set; all numbers (transaction counts, avg values, billable days) match inputs exactly. Language is clear and business-appropriate, with minor stylistic looseness ('partly mitigated', 'headwinds') but no ambiguity or overstated certainty beyond the appropriate caveat.",2026-07-24 11:08:44,DERIVED
v15|SMPL002|202605|202606|j1,v15|SMPL002|202605|202606,v15,claude-sonnet-5,0.0,False,0.0,0.0,REVIEW,Judge unavailable (judge response contained no JSON) — human review recommended,2026-07-24 11:08:56,DERIVED
v15|SMPL003|202604|202605|j1,v15|SMPL003|202604|202605,v15,claude-sonnet-5,0.0,False,0.0,0.0,REVIEW,Judge unavailable (judge response contained no JSON) — human review recommended,2026-07-24 11:09:06,DERIVED
v15|SMPL003|202605|202606|j1,v15|SMPL003|202605|202606,v15,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"All five drivers are covered in both the narrative and bullets, with directions, magnitudes, and causes matching the computed set exactly (One-Time drop, Timing gain from quarterly billing, Baseline-limited UMA decline correctly caveated as unconfirmed, Deal Size decline, Volume gain). The BASELINE_LIMITED driver is appropriately hedged, avoiding overstated certainty about account loss. No figures or causes are invented beyond the driver set. Language is clear and business-appropriate, with correct use of qualifiers like 'partially offset' and 'partly mitigated' matching the relative magnitudes. Minor stylistic redundancy (repeating exact figures already in title) slightly affects conciseness but not correctness.",2026-07-24 11:09:10,DERIVED
v16|SMPL001|202604|202605|j1,v16|SMPL001|202604|202605,v16,claude-sonnet-5,0.0,False,0.0,0.0,REVIEW,Judge unavailable (judge response contained no JSON) — human review recommended,2026-07-24 11:09:54,DERIVED
v16|SMPL001|202605|202606|j1,v16|SMPL001|202605|202606,v16,claude-sonnet-5,0.0,False,0.0,0.0,REVIEW,Judge unavailable (judge response contained no JSON) — human review recommended,2026-07-24 11:10:05,DERIVED
v16|SMPL002|202604|202605|j1,v16|SMPL002|202604|202605,v16,claude-sonnet-5,0.75,True,1.0,0.9,REVIEW,"All five drivers are covered accurately in both narrative and bullets, with correct directions, magnitudes, and causal language (e.g., one-time transactions, volume decline, quarterly timing gap, deal-size increase, billable-days headwind). However, the opening sentence claiming 'April 2026 is the first month in the loaded data, so attribution for this transition is indicative only' is not supported by anything in the computed driver set - it introduces an unverified data-quality caveat that could be misleading. This is an unsupported assertion (hallucination) even though the quantitative content is otherwise faithful and complete. Language is clear and well-structured aside from this addition.",2026-07-24 11:10:14,DERIVED
v16|SMPL002|202605|202606|j1,v16|SMPL002|202605|202606,v16,claude-sonnet-5,0.98,False,1.0,0.95,PASS,"All five drivers are accurately represented with correct directions, magnitudes, and causal characterizations matching the computed driver set. The narrative correctly identifies Structured Products one-time decline as primary driver, and appropriately hedges the BASELINE_LIMITED account as unconfirmed rather than definitively 'lost,' matching the computed reasoning about insufficient loaded months. The NEW_ACCOUNT characterization correctly notes confirmed quiet months before appearance. No figures or causes are invented beyond the driver set. Language is clear and business-appropriate, avoiding overstated certainty. Completeness is full as all five ranked drivers are covered in both narrative and bullets.",2026-07-24 11:10:18,DERIVED
v16|SMPL003|202604|202605|j1,v16|SMPL003|202604|202605,v16,claude-sonnet-5,0.6,True,1.0,0.6,REVIEW,"The five bullets and their driver characterizations (Structured Products one-time, Alternative Investments timing, Annuities one-time, Unified Managed Account lost account, Mutual Fund Trails volume) all match the computed driver set in direction, cause, and magnitude, and all top-ranked drivers are covered. However, the narrative opens with an unsupported claim that 'April 2026 is the first month in the loaded data; there is no prior period for account comparison, so driver attribution for this transition is indicative' — this caveat is not present anywhere in the computed driver set (which in fact shows real from-month revenue, transaction counts, and account-level detail for April), so it appears to be a fabricated qualifier that undermines confidence in the analysis without basis. Additionally, the phrase 'Revenue grew (38.3)%' uses parentheses (typically denoting a decline in this report's convention) around a positive growth figure, creating confusing, self-contradictory language. These two issues lower faithfulness and clarity despite otherwise accurate driver descriptions.",2026-07-24 11:10:28,DERIVED
